doctor_id,facility_id,age
D1398,F0299,43
D1399,F0085,37
D1400,F0085,38
D1401,F0264,53
D1402,F0019,55
D1403,F0120,41
D1404,F0138,44
D1405,F0240,63
D1406,F0039,60
D1407,F0131,46
D1408,F0046,40
D1409,F0237,42
D1410,F0190,50
D1411,F0150,51
D1412,F0118,38
D1413,F0046,35
D1414,F0277,48
D1415,F0195,58
D1416,F0096,37
D1417,F0125,46
D1418,F0218,38
D1419,F0216,40
D1420,F0139,52
D1421,F0091,42
D1422,F0198,41
D1423,F0198,64
D1424,F0180,38
D1425,F0022,39
D1426,F0142,62
D1427,F0185,50
D1428,F0286,34
D1429,F0158,46
D1430,F0103,51
D1431,F0167,41
D1432,F0054,50
D1433,F0028,53
D1434,F0204,41
D1435,F0296,58
D1436,F0254,47
D1437,F0176,63
D1438,F0013,35
D1439,F0297,43
D1440,F0135,56
D1441,F0087,61
D1442,F0268,40
D1443,F0224,64
D1444,F0225,39
D1445,F0084,46
D1446,F0298,43
D1447,F0136,46
D1448,F0160,61
D1449,F0226,56
D1450,F0198,58
D1451,F0052,41
D1452,F0091,63
D1453,F0109,46
D1454,F0285,53
D1455,F0215,55
D1456,F0110,54
D1457,F0221,52
D1458,F0222,48
D1459,F0119,53
D1460,F0121,61
D1461,F0269,45
D1462,F0169,49
D1463,F0045,38
D1464,F0216,44
D1465,F0177,57
D1466,F0153,53
D1467,F0218,39
D1468,F0273,50
D1469,F0100,58
D1470,F0126,36
D1471,F0057,34
D1472,F0195,45
D1473,F0121,54
D1474,F0103,43
D1475,F0209,59
D1476,F0123,60
D1477,F0140,50
D1478,F0133,45
D1479,F0078,34
D1480,F0038,59
D1481,F0249,61
D1482,F0028,47
D1483,F0098,49
D1484,F0201,57
D1485,F0040,55
D1486,F0197,37
D1487,F0220,54
D1488,F0199,62
D1489,F0092,57
D1490,F0006,48
D1491,F0267,49
D1492,F0098,41
D1493,F0242,54
D1494,F0060,40
D1495,F0049,43
D1496,F0234,41
D1497,F0282,43
D1498,F0259,44
D1499,F0226,35
D1500,F0075,55
D1501,F0274,47
D1502,F0201,63
D1503,F0052,38
D1504,F0039,54
D1505,F0262,38
D1506,F0083,50
D1507,F0230,48
D1508,F0042,47
D1509,F0085,53
D1510,F0086,59
D1511,F0085,43
D1512,F0203,60
D1513,F0275,38
D1514,F0274,42
D1515,F0223,42
D1516,F0061,63
D1517,F0289,36
D1518,F0163,45
D1519,F0164,46
D1520,F0211,58
D1521,F0231,48
D1522,F0286,63
D1523,F0175,56
D1524,F0184,55
D1525,F0224,57
D1526,F0077,38
D1527,F0093,47
D1528,F0188,51
D1529,F0020,39
D1530,F0097,36
D1531,F0216,37
D1532,F0293,58
D1533,F0156,54
D1534,F0120,42
D1535,F0133,56
D1536,F0206,55
D1537,F0164,59
D1538,F0007,62
D1539,F0162,61
D1540,F0121,38
D1541,F0211,57
D1542,F0263,45
D1543,F0289,45
D1544,F0184,53
D1545,F0109,52
D1546,F0134,46
D1547,F0053,64
D1548,F0281,38
D1549,F0255,36
D1550,F0257,33
D1551,F0099,59
D1552,F0097,46
D1553,F0257,46
D1554,F0164,53
D1555,F0212,46
D1556,F0147,51
D1557,F0133,34
D1558,F0190,37
D1559,F0244,62
D1560,F0101,47
D1561,F0243,38
D1562,F0074,44
D1563,F0121,43
D1564,F0274,41
D1565,F0287,42
D1566,F0278,56
D1567,F0095,36
D1568,F0253,42
D1569,F0281,47
D1570,F0294,50
D1571,F0007,61
D1572,F0224,62
D1573,F0300,42
D1574,F0230,50
D1575,F0070,33
D1576,F0229,52
D1577,F0032,37
D1578,F0145,35
D1579,F0188,54
D1580,F0137,38
D1581,F0210,48
D1582,F0073,36
D1583,F0182,56
D1584,F0194,57
D1585,F0191,51
D1586,F0087,59
D1587,F0092,46
D1588,F0078,38
D1589,F0139,37
D1590,F0176,40
D1591,F0109,39
D1592,F0123,43
D1593,F0086,39
D1594,F0066,51
D1595,F0198,37
D1596,F0245,52
D1597,F0088,43
D1598,F0259,54
D1599,F0172,49
D1600,F0051,61
D1601,F0110,47
D1602,F0003,42
D1603,F0012,51
D1604,F0101,54
D1605,F0137,47
D1606,F0240,50
D1607,F0041,48
D1608,F0252,42
D1609,F0071,43
D1610,F0042,62
D1611,F0210,54
D1612,F0233,36
D1613,F0182,63
D1614,F0035,55
D1615,F0035,34
D1616,F0118,56
D1617,F0136,51
D1618,F0300,62
D1619,F0086,48
D1620,F0058,49
D1621,F0284,43
D1622,F0047,43
D1623,F0008,52
D1624,F0127,59
D1625,F0121,61
D1626,F0186,57
D1627,F0264,52
D1628,F0280,49
D1629,F0087,43
D1630,F0295,57
D1631,F0190,43
D1632,F0021,41
D1633,F0282,60
D1634,F0042,51
D1635,F0177,44
D1636,F0238,60
D1637,F0075,63
D1638,F0082,43
D1639,F0143,49
D1640,F0266,48
D1641,F0068,55
D1642,F0200,63
D1643,F0136,50
D1644,F0034,58
D1645,F0214,52
D1646,F0250,61
D1647,F0173,45
D1648,F0053,45
D1649,F0047,46
D1650,F0128,64
D1651,F0152,52
D1652,F0166,37
D1653,F0074,34
D1654,F0151,49
D1655,F0089,58
D1656,F0206,48
D1657,F0239,50
D1658,F0196,58
D1659,F0001,49
D1660,F0298,62
D1661,F0008,53
D1662,F0300,56
D1663,F0010,58
D1664,F0155,53
D1665,F0032,34
D1666,F0029,46
D1667,F0206,37
D1668,F0219,49
D1669,F0036,37
D1670,F0293,49
D1671,F0097,44
D1672,F0096,33
D1673,F0090,36
D1674,F0139,49
D1675,F0054,35
D1676,F0128,60
D1677,F0063,57
D1678,F0016,55
D1679,F0111,38
D1680,F0202,58
D1681,F0229,53
D1682,F0107,45
D1683,F0098,33
D1684,F0237,49
D1685,F0205,58
D1686,F0250,34
D1687,F0272,34
D1688,F0247,45
D1689,F0281,49
D1690,F0125,48
D1691,F0119,46
D1692,F0097,41
D1693,F0071,34
D1694,F0225,33
D1695,F0215,36
D1696,F0241,55
D1697,F0051,58
D1698,F0148,46
D1699,F0067,35
D1700,F0268,46
D1701,F0081,64
D1702,F0044,40
D1703,F0171,48
D1704,F0264,50
D1705,F0275,43
D1706,F0029,47
D1707,F0098,48
D1708,F0047,48
D1709,F0093,55
D1710,F0161,51
D1711,F0085,34
D1712,F0021,33
D1713,F0154,46
D1714,F0016,62
D1715,F0069,34
D1716,F0001,35
D1717,F0027,54
D1718,F0131,47
D1719,F0256,40
D1720,F0233,39
D1721,F0030,54
D1722,F0011,49
D1723,F0102,53
D1724,F0196,41
D1725,F0225,49
D1726,F0247,60
D1727,F0103,43
D1728,F0051,45
D1729,F0008,38
D1730,F0045,53
D1731,F0020,34
D1732,F0259,40
D1733,F0081,55
D1734,F0247,33
D1735,F0166,64
D1736,F0162,45
D1737,F0137,45
D1738,F0246,50
D1739,F0014,53
D1740,F0028,47
D1741,F0128,61
D1742,F0119,63
D1743,F0164,39
D1744,F0222,55
D1745,F0177,42
D1746,F0078,64
D1747,F0099,41
D1748,F0226,42
D1749,F0061,55
D1750,F0152,58
D1751,F0162,37
D1752,F0226,50
D1753,F0215,44
D1754,F0140,52
D1755,F0093,50
D1756,F0111,64
D1757,F0124,62
D1758,F0066,53
D1759,F0188,54
D1760,F0063,61
D1761,F0195,38
D1762,F0226,56
D1763,F0289,57
D1764,F0036,37
D1765,F0228,61
D1766,F0026,55
D1767,F0102,44
D1768,F0053,48
D1769,F0049,48
D1770,F0053,62
D1771,F0014,64
D1772,F0247,58
D1773,F0019,53
D1774,F0120,36
D1775,F0210,62
D1776,F0298,37
D1777,F0257,38
D1778,F0042,35
D1779,F0297,63
D1780,F0197,48
D1781,F0054,40
D1782,F0135,35
D1783,F0276,46
D1784,F0118,56
D1785,F0056,64
D1786,F0263,50
D1787,F0286,52
D1788,F0293,59
D1789,F0287,61
D1790,F0262,41
D1791,F0137,64
D1792,F0058,49
D1793,F0186,62
D1794,F0067,36
D1795,F0142,36
D1796,F0197,61
D1797,F0284,54
D1798,F0087,38
D1799,F0076,61
D1800,F0221,36
D1801,F0002,54
D1802,F0170,39
D1803,F0224,35
D1804,F0166,58
D1805,F0116,60
D1806,F0249,36
D1807,F0112,35
D1808,F0214,52
D1809,F0140,33
D1810,F0008,56
D1811,F0160,62
D1812,F0015,57
D1813,F0280,40
D1814,F0181,39
D1815,F0112,54
D1816,F0146,34
D1817,F0186,50
D1818,F0079,47
D1819,F0087,56
D1820,F0126,39
D1821,F0078,57
D1822,F0228,55
D1823,F0032,40
D1824,F0248,44
D1825,F0105,35
D1826,F0169,47
D1827,F0048,41
D1828,F0116,36
D1829,F0227,50
D1830,F0082,51
D1831,F0040,35
D1832,F0157,38
D1833,F0049,35
D1834,F0095,54
D1835,F0136,43
D1836,F0170,35
D1837,F0192,39
D1838,F0203,64
D1839,F0254,41
D1840,F0020,54
D1841,F0109,47
D1842,F0001,38
D1843,F0003,42
D1844,F0064,33
D1845,F0180,56
D1846,F0269,43
D1847,F0233,48
D1848,F0194,37
D1849,F0234,59
D1850,F0052,39
D1851,F0252,51
D1852,F0268,60
D1853,F0029,55
D1854,F0141,52
D1855,F0250,61
D1856,F0143,38
D1857,F0253,63
D1858,F0281,50
D1859,F0143,46
D1860,F0018,41
D1861,F0103,56
D1862,F0065,64
D1863,F0143,55
D1864,F0176,34
D1865,F0140,48
D1866,F0059,56
D1867,F0091,45
D1868,F0204,57
D1869,F0009,55
D1870,F0065,35
D1871,F0268,50
D1872,F0030,38
D1873,F0125,48
D1874,F0063,45
D1875,F0032,58
D1876,F0127,60
D1877,F0157,47
D1878,F0053,50
D1879,F0024,53
D1880,F0041,53
D1881,F0196,53
D1882,F0259,58
D1883,F0055,64
D1884,F0097,59
D1885,F0104,37
D1886,F0109,48
D1887,F0074,47
D1888,F0017,49
D1889,F0158,49
D1890,F0108,55
D1891,F0103,46
D1892,F0080,41
D1893,F0279,47
D1894,F0184,60
D1895,F0126,42
D1896,F0062,33
D1897,F0241,64
D1898,F0267,39
D1899,F0010,52
D1900,F0279,58
D1901,F0210,41
D1902,F0030,43
D1903,F0226,41
D1904,F0033,37
D1905,F0016,37
D1906,F0035,38
D1907,F0138,47
D1908,F0186,49
D1909,F0123,33
D1910,F0037,60
D1911,F0060,54
D1912,F0256,35
D1913,F0289,59
D1914,F0227,33
D1915,F0032,50
D1916,F0246,47
D1917,F0208,49
D1918,F0158,63
D1919,F0043,62
D1920,F0300,41
D1921,F0133,51
D1922,F0014,63
D1923,F0063,56
D1924,F0121,61
D1925,F0019,46
D1926,F0098,42
D1927,F0141,49
D1928,F0285,59
D1929,F0026,62
D1930,F0174,54
D1931,F0275,55
D1932,F0242,49
D1933,F0278,43
D1934,F0052,46
D1935,F0241,48
D1936,F0294,59
D1937,F0098,50
D1938,F0150,58
D1939,F0160,33
D1940,F0149,57
D1941,F0087,49
D1942,F0292,64
D1943,F0287,48
D1944,F0115,48
D1945,F0242,37
D1946,F0120,58
D1947,F0239,55
D1948,F0176,60
D1949,F0142,35
D1950,F0039,39
D1951,F0197,61
D1952,F0097,34
D1953,F0066,49
D1954,F0058,45
D1955,F0295,63
D1956,F0031,60
D1957,F0240,61
D1958,F0260,42
D1959,F0010,51
D1960,F0177,55
D1961,F0174,63
D1962,F0108,33
D1963,F0201,64
D1964,F0123,44
D1965,F0132,37
D1966,F0130,52
D1967,F0241,58
D1968,F0190,37
D1969,F0114,34
D1970,F0279,61
D1971,F0241,62
D1972,F0280,38
D1973,F0220,61
D1974,F0118,62
D1975,F0232,64
D1976,F0099,39
D1977,F0082,51
D1978,F0136,64
D1979,F0291,61
D1980,F0171,52
D1981,F0116,39
D1982,F0139,35
D1983,F0088,41
D1984,F0198,35
D1985,F0106,39
D1986,F0167,35
D1987,F0111,57
D1988,F0097,51
D1989,F0292,49
D1990,F0104,58
D1991,F0022,46
D1992,F0114,45
D1993,F0160,39
D1994,F0029,47
D1995,F0092,38
D1996,F0050,51
D1997,F0151,64
D1998,F0217,50
D1999,F0291,42
D2000,F0117,55
D2001,F0259,59
D2002,F0065,48
D2003,F0235,41
D2004,F0169,55
D2005,F0228,38
D2006,F0227,64
D2007,F0160,43
D2008,F0078,44
D2009,F0158,56
D2010,F0249,33
D2011,F0292,39
D2012,F0279,37
D2013,F0055,45
D2014,F0180,50
D2015,F0032,38
D2016,F0201,44
D2017,F0298,57
D2018,F0016,63
D2019,F0197,33
D2020,F0284,53
D2021,F0255,33
D2022,F0118,49
D2023,F0032,61
D2024,F0278,58
D2025,F0277,40
D2026,F0174,41
D2027,F0294,58
D2028,F0002,59
D2029,F0185,41
D2030,F0012,33
D2031,F0281,47
D2032,F0205,52
D2033,F0275,47
D2034,F0169,62
D2035,F0025,59
D2036,F0008,58
D2037,F0101,33
D2038,F0224,60
D2039,F0046,57
D2040,F0256,45
D2041,F0072,51
D2042,F0149,59
D2043,F0061,61
D2044,F0140,50
D2045,F0136,34
D2046,F0002,52
D2047,F0171,54
D2048,F0236,34
D2049,F0281,59
D2050,F0100,39
D2051,F0265,61
D2052,F0264,50
D2053,F0297,43
D2054,F0112,34
D2055,F0256,33
D2056,F0170,56
D2057,F0018,45
D2058,F0082,59
D2059,F0202,40
D2060,F0049,62
D2061,F0131,63
D2062,F0233,36
D2063,F0045,53
D2064,F0149,63
D2065,F0065,43
D2066,F0161,35
D2067,F0073,61
D2068,F0290,48
D2069,F0024,33
D2070,F0290,59
D2071,F0238,54
D2072,F0257,35
D2073,F0256,41
D2074,F0057,33
D2075,F0280,63
D2076,F0179,33
D2077,F0289,58
D2078,F0264,49
D2079,F0174,51
D2080,F0113,58
D2081,F0036,61
D2082,F0031,37
D2083,F0117,33
D2084,F0244,36
D2085,F0152,54
D2086,F0145,51
D2087,F0074,35
D2088,F0170,40
D2089,F0192,50
D2090,F0295,56
D2091,F0219,43
D2092,F0183,63
D2093,F0274,64
D2094,F0128,57
D2095,F0281,47
D2096,F0111,61
D2097,F0039,56
D2098,F0126,49
D2099,F0039,47
D2100,F0036,59
D2101,F0265,50
D2102,F0239,38
D2103,F0067,64
D2104,F0252,35
D2105,F0021,55
D2106,F0086,53
D2107,F0212,51
D2108,F0092,34
D2109,F0220,48
D2110,F0263,61
D2111,F0020,40
D2112,F0008,55
D2113,F0283,60
D2114,F0157,63
D2115,F0152,49
D2116,F0140,43
D2117,F0131,55
D2118,F0208,48
D2119,F0174,53
D2120,F0050,56
D2121,F0188,55
D2122,F0201,40
D2123,F0035,57
D2124,F0114,50
D2125,F0238,62
D2126,F0186,54
D2127,F0041,61
D2128,F0013,64
D2129,F0175,64
D2130,F0139,56
D2131,F0289,52
D2132,F0157,36
D2133,F0280,45
D2134,F0065,48
D2135,F0135,57
D2136,F0042,51
D2137,F0173,47
D2138,F0057,37
D2139,F0148,55
D2140,F0104,46
D2141,F0056,34
D2142,F0030,42
D2143,F0154,61
D2144,F0285,36
D2145,F0060,45
D2146,F0122,49
D2147,F0068,35
D2148,F0243,38
D2149,F0125,63
D2150,F0293,51
D2151,F0074,39
D2152,F0025,38
D2153,F0175,46
D2154,F0196,56
D2155,F0298,56
D2156,F0262,39
D2157,F0266,56
D2158,F0191,61
D2159,F0108,40
D2160,F0129,33
D2161,F0041,63
D2162,F0130,49
D2163,F0110,57
D2164,F0011,43
D2165,F0062,42
D2166,F0161,40
D2167,F0111,39
D2168,F0299,48
D2169,F0144,36
D2170,F0288,59
D2171,F0199,49
D2172,F0013,62
D2173,F0062,49
D2174,F0212,42
D2175,F0164,49
D2176,F0091,37
D2177,F0157,59
D2178,F0271,56
D2179,F0117,37
D2180,F0014,51
D2181,F0094,50
D2182,F0281,39
D2183,F0229,36
D2184,F0252,57
D2185,F0274,41
D2186,F0036,49
D2187,F0085,40
D2188,F0018,53
D2189,F0002,34
D2190,F0251,44
D2191,F0282,50
D2192,F0047,47
D2193,F0217,52
D2194,F0161,38
D2195,F0021,47
D2196,F0275,57
D2197,F0262,43
D2198,F0171,38
D2199,F0213,60
D2200,F0120,57
D2201,F0238,54
D2202,F0134,58
D2203,F0297,57
D2204,F0019,56
D2205,F0052,49
D2206,F0291,33
D2207,F0087,52
D2208,F0094,41
D2209,F0238,57
D2210,F0057,47
D2211,F0155,61
D2212,F0086,52
D2213,F0060,50
D2214,F0290,62
D2215,F0060,48
D2216,F0029,45
D2217,F0203,44
D2218,F0261,61
D2219,F0039,57
D2220,F0213,38
D2221,F0163,48
D2222,F0250,44
D2223,F0039,53
D2224,F0293,34
D2225,F0186,55
D2226,F0253,56
D2227,F0109,40
D2228,F0284,37
D2229,F0188,53
D2230,F0039,41
D2231,F0277,63
D2232,F0239,57
D2233,F0091,63
D2234,F0164,50
D2235,F0117,63
D2236,F0164,33
D2237,F0290,42
D2238,F0270,33
D2239,F0065,54
D2240,F0292,49
D2241,F0132,42
D2242,F0212,42
D2243,F0230,53
D2244,F0145,38
D2245,F0137,49
D2246,F0137,52
D2247,F0259,40
D2248,F0116,40
D2249,F0084,44
D2250,F0109,51
D2251,F0059,41
D2252,F0118,45
D2253,F0035,50
D2254,F0027,38
D2255,F0218,51
D2256,F0024,37
D2257,F0171,37
D2258,F0234,40
D2259,F0218,42
D2260,F0134,33
D2261,F0059,63
D2262,F0280,42
D2263,F0251,58
D2264,F0184,61
D2265,F0027,58
D2266,F0011,59
D2267,F0095,36
D2268,F0048,44
D2269,F0259,56
D2270,F0062,51
D2271,F0085,33
D2272,F0293,51
D2273,F0246,58
D2274,F0066,59
D2275,F0116,45
D2276,F0155,40
D2277,F0200,42
D2278,F0281,42
D2279,F0262,44
D2280,F0294,42
D2281,F0013,47
D2282,F0071,34
D2283,F0169,41
D2284,F0015,43
D2285,F0107,37
D2286,F0047,61
D2287,F0280,54
D2288,F0019,62
D2289,F0045,50
D2290,F0059,36
D2291,F0045,61
D2292,F0171,47
D2293,F0110,54
D2294,F0274,45
D2295,F0079,48
D2296,F0162,48
D2297,F0199,42
D2298,F0188,50
D2299,F0239,56
D2300,F0061,33
D2301,F0153,37
D2302,F0241,59
D2303,F0259,51
D2304,F0186,64
D2305,F0196,52
D2306,F0260,53
D2307,F0188,61
D2308,F0285,54
D2309,F0039,43
D2310,F0105,49
D2311,F0034,40
D2312,F0028,43
D2313,F0142,54
D2314,F0068,37
D2315,F0123,54
D2316,F0132,51
D2317,F0187,42
D2318,F0284,34
D2319,F0255,55
D2320,F0114,59
D2321,F0098,56
D2322,F0232,46
D2323,F0038,53
D2324,F0163,46
D2325,F0127,44
D2326,F0055,43
D2327,F0185,39
D2328,F0097,64
D2329,F0056,54
D2330,F0196,38
D2331,F0053,60
D2332,F0202,37
D2333,F0049,51
D2334,F0131,38
D2335,F0243,44
D2336,F0069,54
D2337,F0231,64
D2338,F0217,64
D2339,F0271,61
D2340,F0051,40
D2341,F0215,35
D2342,F0282,61
D2343,F0229,62
D2344,F0057,41
D2345,F0247,33
D2346,F0033,53
D2347,F0177,35
D2348,F0150,34
D2349,F0160,62
D2350,F0156,48
D2351,F0010,36
D2352,F0153,53
D2353,F0282,44
D2354,F0132,50
D2355,F0084,61
D2356,F0299,40
D2357,F0030,53
D2358,F0146,59
D2359,F0154,46
D2360,F0144,64
D2361,F0277,47
D2362,F0127,47
D2363,F0292,61
D2364,F0021,53
D2365,F0221,60
D2366,F0178,58
D2367,F0073,55
D2368,F0069,40
D2369,F0216,45
D2370,F0192,60
D2371,F0184,52
D2372,F0016,41
D2373,F0180,43
D2374,F0295,57
D2375,F0006,38
D2376,F0141,36
D2377,F0149,57
D2378,F0270,42
D2379,F0085,57
D2380,F0143,50
D2381,F0216,64
D2382,F0019,49
D2383,F0241,60
D2384,F0247,60
D2385,F0216,39
D2386,F0195,64
D2387,F0225,56
D2388,F0235,36
D2389,F0272,33
D2390,F0129,41
D2391,F0137,33
D2392,F0192,44
D2393,F0058,64
D2394,F0257,48
D2395,F0232,33
D2396,F0190,48
D2397,F0091,40
D2398,F0105,60
D2399,F0131,35
D2400,F0199,57
D2401,F0234,47
D2402,F0202,33
D2403,F0279,54
D2404,F0289,47
D2405,F0212,57
D2406,F0112,52
D2407,F0180,58
D2408,F0128,47
D2409,F0189,33
D2410,F0244,37
D2411,F0111,47
D2412,F0152,45
D2413,F0014,58
D2414,F0221,46
D2415,F0147,60
D2416,F0138,39
D2417,F0160,45
D2418,F0065,57
D2419,F0180,36
D2420,F0224,43
D2421,F0105,57
D2422,F0040,51
D2423,F0117,57
D2424,F0060,49
D2425,F0113,60
D2426,F0189,61
D2427,F0035,64
D2428,F0225,36
D2429,F0068,51
D2430,F0269,36
D2431,F0220,40
D2432,F0082,42
D2433,F0169,53
D2434,F0034,46
D2435,F0030,60
D2436,F0287,42
D2437,F0241,52
D2438,F0047,57
D2439,F0085,64
D2440,F0060,40
D2441,F0119,56
D2442,F0088,35
D2443,F0099,50
D2444,F0159,46
D2445,F0057,63
D2446,F0265,57
D2447,F0219,62
D2448,F0229,60
D2449,F0051,46
D2450,F0213,56
D2451,F0251,33
D2452,F0053,50
D2453,F0226,34
D2454,F0108,56
D2455,F0237,63
D2456,F0144,54
D2457,F0241,59
D2458,F0045,40
D2459,F0117,64
D2460,F0083,50
D2461,F0075,54
D2462,F0093,57
D2463,F0115,53
D2464,F0039,43
D2465,F0213,52
D2466,F0166,53
D2467,F0249,60
D2468,F0212,48
D2469,F0045,49
D2470,F0021,49
D2471,F0127,36
D2472,F0145,35
D2473,F0073,33
D2474,F0235,54
D2475,F0175,46
D2476,F0225,60
D2477,F0033,55
D2478,F0245,37
D2479,F0062,36
D2480,F0135,44
D2481,F0132,62
D2482,F0247,34
D2483,F0084,38
D2484,F0073,33
D2485,F0102,46
D2486,F0109,64
D2487,F0055,54
D2488,F0053,48
D2489,F0070,37
D2490,F0141,44
D2491,F0104,49
D2492,F0118,41
D2493,F0216,55
D2494,F0073,64
D2495,F0273,39
D2496,F0226,41
D2497,F0053,37
D2498,F0095,56
D2499,F0056,47
D2500,F0082,42
D2501,F0110,40
D2502,F0040,35
D2503,F0005,48
D2504,F0132,54
D2505,F0211,40
D2506,F0091,33
D2507,F0259,48
D2508,F0111,54
D2509,F0271,44
D2510,F0071,41
D2511,F0162,37
D2512,F0229,56
D2513,F0018,60
D2514,F0280,57
D2515,F0110,49
D2516,F0150,56
D2517,F0189,45
D2518,F0193,33
D2519,F0008,44
D2520,F0261,55
D2521,F0188,53
D2522,F0300,64
D2523,F0142,64
D2524,F0185,40
D2525,F0133,33
D2526,F0267,41
D2527,F0250,61
D2528,F0273,59
D2529,F0152,36
D2530,F0238,38
D2531,F0108,51
D2532,F0139,54
D2533,F0229,64
D2534,F0025,57
D2535,F0214,39
D2536,F0005,34
D2537,F0175,53
D2538,F0144,50
D2539,F0141,62
D2540,F0149,51
D2541,F0148,49
D2542,F0123,42
D2543,F0136,35
D2544,F0171,61
D2545,F0230,59
D2546,F0166,38
D2547,F0193,55
D2548,F0251,44
D2549,F0297,46
D2550,F0033,60
D2551,F0214,59
D2552,F0068,39
D2553,F0060,42
D2554,F0238,59
D2555,F0021,62
D2556,F0255,35
D2557,F0232,59
D2558,F0299,48
D2559,F0201,51
D2560,F0262,35
D2561,F0036,54
D2562,F0267,54
D2563,F0049,54
D2564,F0095,58
D2565,F0039,63
D2566,F0121,60
D2567,F0225,56
D2568,F0081,64
D2569,F0247,54
D2570,F0182,54
D2571,F0189,50
D2572,F0282,57
D2573,F0130,35
D2574,F0104,49
D2575,F0299,46
D2576,F0168,62
D2577,F0185,35
D2578,F0089,53
D2579,F0065,38
D2580,F0051,61
D2581,F0068,60
D2582,F0059,40
D2583,F0225,60
D2584,F0018,48
D2585,F0189,64
D2586,F0285,56
D2587,F0230,34
D2588,F0121,39
D2589,F0018,45
D2590,F0251,39
D2591,F0001,37
D2592,F0205,64
D2593,F0202,60
D2594,F0058,46
D2595,F0222,39
D2596,F0053,38
D2597,F0068,62
D2598,F0244,43
D2599,F0294,33
D2600,F0080,45
D2601,F0277,47
D2602,F0274,52
D2603,F0231,43
D2604,F0043,62
D2605,F0090,53
D2606,F0204,64
D2607,F0300,44
D2608,F0245,53
D2609,F0127,44
D2610,F0071,55
D2611,F0289,56
D2612,F0083,43
D2613,F0103,63
D2614,F0290,60
D2615,F0169,61
D2616,F0080,39
D2617,F0002,55
D2618,F0129,36
D2619,F0296,36
D2620,F0130,64
D2621,F0210,37
D2622,F0076,60
D2623,F0233,46
D2624,F0233,42
D2625,F0183,35
D2626,F0232,54
D2627,F0174,56
D2628,F0114,47
D2629,F0222,58
D2630,F0251,43
D2631,F0253,50
D2632,F0064,42
D2633,F0203,51
D2634,F0002,37
D2635,F0172,48
D2636,F0172,50
D2637,F0110,50
D2638,F0299,47
D2639,F0265,53
D2640,F0012,49
D2641,F0063,42
D2642,F0063,39
D2643,F0270,53
D2644,F0156,63
D2645,F0219,57
D2646,F0243,53
D2647,F0231,62
D2648,F0027,61
D2649,F0043,49
D2650,F0119,36
D2651,F0102,53
D2652,F0225,52
D2653,F0047,41
D2654,F0112,60
D2655,F0071,60
D2656,F0057,43
D2657,F0052,48
D2658,F0059,39
D2659,F0170,38
D2660,F0124,41
D2661,F0131,44
D2662,F0144,41
D2663,F0223,37
D2664,F0259,47
D2665,F0158,52
D2666,F0193,43
D2667,F0222,50
D2668,F0208,41
D2669,F0041,55
D2670,F0295,53
D2671,F0050,63
D2672,F0124,34
D2673,F0196,60
D2674,F0122,43
D2675,F0073,35
D2676,F0278,55
D2677,F0022,38
D2678,F0074,38
D2679,F0298,64
D2680,F0219,40
D2681,F0027,50
D2682,F0227,39
D2683,F0291,36
D2684,F0030,33
D2685,F0125,33
D2686,F0141,48
D2687,F0040,46
D2688,F0061,34
D2689,F0053,44
D2690,F0056,41
D2691,F0122,51
D2692,F0140,64
D2693,F0072,55
D2694,F0087,62
D2695,F0058,39
D2696,F0239,39
D2697,F0064,57
D2698,F0273,42
D2699,F0162,60
D2700,F0241,47
D2701,F0191,39
D2702,F0080,60
D2703,F0181,50
D2704,F0083,58
D2705,F0036,47
D2706,F0077,37
D2707,F0083,54
D2708,F0041,36
D2709,F0008,54
D2710,F0284,46
D2711,F0155,58
D2712,F0121,60
D2713,F0279,46
D2714,F0068,61
D2715,F0121,36
D2716,F0255,36
D2717,F0190,64
D2718,F0120,51
D2719,F0077,47
D2720,F0011,37
D2721,F0026,42
D2722,F0049,54
D2723,F0236,59
D2724,F0192,62
D2725,F0131,46
D2726,F0235,47
D2727,F0049,38
D2728,F0064,35
D2729,F0118,47
D2730,F0276,51
D2731,F0185,36
D2732,F0256,46
D2733,F0075,53
D2734,F0255,58
D2735,F0022,63
D2736,F0069,43
D2737,F0157,45
D2738,F0016,60
D2739,F0258,55
D2740,F0261,41
D2741,F0163,54
D2742,F0092,38
D2743,F0030,47
D2744,F0186,42
D2745,F0162,64
D2746,F0228,34
D2747,F0181,60
D2748,F0039,41
D2749,F0037,34
D2750,F0235,54
D2751,F0048,54
D2752,F0282,37
D2753,F0032,34
D2754,F0219,36
D2755,F0293,46
D2756,F0133,37
D2757,F0018,55
D2758,F0264,35
D2759,F0057,58
D2760,F0159,60
D2761,F0296,55
D2762,F0224,63
D2763,F0014,63
D2764,F0247,34
D2765,F0049,43
D2766,F0225,57
D2767,F0187,43
D2768,F0087,56
D2769,F0128,57
D2770,F0036,64
D2771,F0297,43
D2772,F0072,44
D2773,F0093,33
D2774,F0151,42
D2775,F0202,41
D2776,F0152,47
D2777,F0152,46
D2778,F0175,60
D2779,F0258,57
D2780,F0119,56
D2781,F0250,33
D2782,F0237,48
D2783,F0289,56
D2784,F0274,40
D2785,F0240,46
D2786,F0075,56
D2787,F0233,58
D2788,F0221,60
D2789,F0087,46
D2790,F0204,45
D2791,F0076,45
D2792,F0157,54
D2793,F0240,46
D2794,F0057,45
D2795,F0102,38
