delivery_date,facility_id,product_id,amount,quantity
2024-06-15,F0192,CUV,3514000,2343
2024-06-15,F0278,CUV,176000,117
2024-06-15,F0031,CUV,761000,507
2024-06-15,F0215,CUV,2772000,1848
2024-06-15,F0281,CUV,994000,663
2024-06-15,F0162,CUV,1799000,1199
2024-06-15,F0155,CUV,10118000,6745
2024-06-15,F0295,CUV,2579000,1719
2024-06-15,F0257,CUV,1579000,1053
2024-06-15,F0279,CUV,7324000,4883
2024-06-15,F0290,CUV,1908000,1272
2024-06-15,F0185,CUV,970000,647
2024-06-15,F0098,CUV,3233000,2155
2024-06-15,F0018,CUV,3268000,2179
2024-06-15,F0164,CUV,1951000,1301
2024-06-15,F0143,CUV,5382000,3588
2024-06-15,F0234,CUV,868000,579
2024-06-15,F0258,CUV,647000,431
2024-06-15,F0066,CUV,1810000,1207
2024-06-15,F0106,CUV,1935000,1290
2024-06-15,F0139,CUV,1395000,930
2024-06-15,F0038,CUV,1692000,1128
2024-06-15,F0195,CUV,881000,587
2024-06-15,F0280,CUV,5722000,3815
2024-06-15,F0022,CUV,2675000,1783
2024-06-15,F0129,CUV,2344000,1563
2024-06-15,F0099,CUV,488000,325
2024-06-15,F0167,CUV,1179000,786
2024-06-15,F0131,CUV,3431000,2287
2024-06-15,F0037,CUV,153000,102
2024-06-15,F0121,CUV,2905000,1937
2024-06-15,F0065,CUV,4531000,3021
2024-06-15,F0126,CUV,1696000,1131
2024-06-15,F0202,CUV,2295000,1530
2024-06-15,F0029,CUV,3123000,2082
2024-06-15,F0254,CUV,28000,19
2024-06-15,F0087,CUV,3500000,2333
2024-06-15,F0158,CUV,5348000,3565
2024-06-15,F0047,CUV,947000,631
2024-06-15,F0074,CUV,1720000,1147
2024-06-15,F0127,CUV,415000,277
2024-06-15,F0231,CUV,3980000,2653
2024-06-15,F0209,CUV,862000,575
2024-06-15,F0300,CUV,435000,290
2024-06-15,F0028,CUV,1377000,918
2024-06-15,F0246,CUV,5582000,3721
2024-06-15,F0006,CUV,1696000,1131
2024-06-15,F0042,CUV,1306000,871
2024-06-15,F0149,CUV,3417000,2278
2024-06-15,F0172,CUV,4423000,2949
2024-06-15,F0256,CUV,2470000,1647
2024-06-15,F0147,CUV,1930000,1287
2024-06-15,F0052,CUV,1700000,1133
2024-06-15,F0061,CUV,2015000,1343
2024-06-15,F0182,CUV,2296000,1531
2024-06-15,F0297,CUV,1622000,1081
2024-06-15,F0175,CUV,100000,67
2024-06-15,F0135,CUV,4963000,3309
2024-06-15,F0112,CUV,634000,423
2024-06-15,F0199,CUV,454000,303
2024-06-15,F0275,CUV,2940000,1960
2024-06-15,F0250,CUV,1786000,1191
2024-06-15,F0079,CUV,245000,163
2024-06-15,F0217,CUV,1358000,905
2024-06-15,F0230,CUV,929000,619
2024-06-15,F0043,CUV,595000,397
2024-06-15,F0171,CUV,4071000,2714
2024-06-15,F0177,CUV,1548000,1032
2024-06-15,F0225,CUV,649000,433
2024-06-15,F0206,CUV,307000,205
2024-06-15,F0292,CUV,285000,190
2024-06-15,F0020,CUV,1743000,1162
2024-06-15,F0039,CUV,614000,409
2024-06-15,F0117,CUV,2307000,1538
2024-06-15,F0174,CUV,1851000,1234
2024-06-15,F0133,CUV,2195000,1463
2024-06-15,F0026,CUV,15377000,10251
2024-06-15,F0243,CUV,111000,74
2024-06-15,F0045,CUV,4290000,2860
2024-06-15,F0236,CUV,2797000,1865
2024-06-15,F0080,CUV,4041000,2694
2024-06-15,F0221,CUV,17531000,11687
2024-06-15,F0194,CUV,351000,234
2024-06-15,F0092,CUV,668000,445
2024-06-15,F0166,CUV,2137000,1425
2024-06-15,F0263,CUV,2081000,1387
2024-06-15,F0203,CUV,1893000,1262
2024-06-15,F0025,CUV,580000,387
2024-06-15,F0046,CUV,3788000,2525
2024-06-15,F0277,CUV,4949000,3299
2024-06-15,F0170,CUV,2384000,1589
2024-06-15,F0189,CUV,1961000,1307
2024-06-15,F0208,CUV,3906000,2604
2024-06-15,F0289,CUV,834000,556
2024-06-15,F0124,CUV,3199000,2133
2024-06-15,F0224,CUV,4544000,3029
2024-06-15,F0036,CUV,4124000,2749
2024-06-15,F0044,CUV,254000,169
2024-06-15,F0248,CUV,191000,127
2024-06-15,F0276,CUV,8309000,5539
2024-06-15,F0001,CUV,955000,637
2024-06-15,F0009,CUV,618000,412
2024-06-15,F0134,CUV,3416000,2277
2024-06-15,F0130,CUV,426000,284
2024-06-15,F0285,CUV,791000,527
2024-06-15,F0294,CUV,5733000,3822
2024-06-15,F0128,CUV,3224000,2149
2024-06-15,F0183,CUV,2815000,1877
2024-06-15,F0159,CUV,794000,529
2024-06-15,F0298,CUV,1148000,765
2024-06-15,F0010,CUV,53000,35
2024-06-15,F0145,CUV,5158000,3439
2024-06-15,F0240,CUV,22000,15
2024-06-15,F0287,CUV,6495000,4330
2024-06-15,F0238,CUV,4614000,3076
2024-06-15,F0142,CUV,1081000,721
2024-06-15,F0266,CUV,2797000,1865
2024-06-15,F0078,CUV,1887000,1258
2024-06-15,F0227,CUV,851000,567
2024-06-15,F0110,CUV,3112000,2075
2024-06-15,F0115,CUV,168000,112
2024-06-15,F0212,CUV,4937000,3291
2024-06-15,F0197,CUV,721000,481
2024-06-15,F0095,CUV,1893000,1262
2024-06-15,F0101,CUV,14616000,9744
2024-06-15,F0186,CUV,4379000,2919
2024-06-15,F0005,CUV,5148000,3432
2024-06-15,F0160,CUV,1854000,1236
2024-06-15,F0214,CUV,383000,255
2024-06-15,F0054,CUV,7225000,4817
2024-06-15,F0012,CUV,3043000,2029
2024-06-15,F0210,CUV,2347000,1565
2024-06-15,F0283,CUV,277000,185
2024-06-15,F0015,CUV,796000,531
2024-06-15,F0120,CUV,5214000,3476
2024-06-15,F0219,CUV,12520000,8347
2024-06-15,F0068,CUV,4273000,2849
2024-06-15,F0017,CUV,316000,211
2024-06-15,F0069,CUV,966000,644
2024-06-15,F0071,CUV,553000,369
2024-06-15,F0107,CUV,7277000,4851
2024-06-15,F0055,CUV,1111000,741
2024-06-15,F0114,CUV,6375000,4250
2024-06-15,F0016,CUV,946000,631
2024-06-15,F0151,CUV,3901000,2601
2024-06-15,F0252,CUV,2243000,1495
2024-06-15,F0229,CUV,356000,237
2024-06-15,F0021,CUV,7841000,5227
2024-06-15,F0251,CUV,3118000,2079
2024-06-15,F0253,CUV,1269000,846
2024-06-15,F0190,CUV,4000,3
2024-06-15,F0033,CUV,205000,137
2024-06-15,F0089,CUV,2204000,1469
2024-06-15,F0237,CUV,401000,267
2024-06-15,F0163,CUV,568000,379
2024-06-15,F0008,CUV,213000,142
2024-06-15,F0085,CUV,403000,269
2024-06-15,F0057,CUV,4183000,2789
2024-06-15,F0201,CUV,324000,216
2024-06-15,F0122,CUV,8383000,5589
2024-06-15,F0035,CUV,2743000,1829
2024-06-15,F0288,CUV,466000,311
2024-06-15,F0067,CUV,3408000,2272
2024-06-15,F0086,CUV,765000,510
2024-06-15,F0056,CUV,1406000,937
2024-06-15,F0090,CUV,5206000,3471
2024-06-15,F0247,CUV,3852000,2568
2024-06-15,F0271,CUV,180000,120
2024-06-15,F0233,CUV,1978000,1319
2024-06-15,F0081,CUV,1739000,1159
2024-06-15,F0011,CUV,921000,614
2024-06-15,F0299,CUV,6183000,4122
2024-06-15,F0226,CUV,1476000,984
2024-06-15,F0191,CUV,4737000,3158
2024-06-15,F0030,CUV,11829000,7886
2024-06-15,F0059,CUV,440000,293
2024-06-15,F0007,CUV,2028000,1352
2024-06-15,F0063,CUV,2801000,1867
2024-06-15,F0023,CUV,2759000,1839
2024-06-15,F0096,CUV,11508000,7672
2024-06-15,F0218,CUV,1230000,820
2024-06-15,F0282,CUV,596000,397
2024-06-15,F0267,CUV,3169000,2113
2024-06-15,F0094,CUV,3263000,2175
2024-06-15,F0113,CUV,5811000,3874
2024-06-15,F0216,CUV,3983000,2655
2024-06-15,F0242,CUV,5898000,3932
2024-06-15,F0152,CUV,8159000,5439
2024-06-15,F0260,CUV,2039000,1359
2024-06-15,F0137,CUV,361000,241
2024-06-15,F0019,CUV,1146000,764
2024-06-15,F0265,CUV,3049000,2033
2024-06-15,F0264,CUV,2871000,1914
2024-06-15,F0249,CUV,5301000,3534
2024-06-15,F0255,CUV,9015000,6010
2024-06-15,F0291,CUV,286000,191
2024-06-15,F0269,CUV,2199000,1466
2024-06-15,F0108,CUV,1408000,939
2024-07-15,F0111,CUV,481000,321
2024-07-15,F0091,CUV,1495000,997
2024-07-15,F0004,CUV,1783000,1189
2024-07-15,F0184,CUV,69000,46
2024-07-15,F0268,CUV,4712000,3141
2024-07-15,F0262,CUV,933000,622
2024-07-15,F0024,CUV,340000,227
2024-07-15,F0187,CUV,5067000,3378
2024-07-15,F0060,CUV,774000,516
2024-07-15,F0223,CUV,3960000,2640
2024-07-15,F0013,CUV,1995000,1330
2024-07-15,F0132,CUV,5107000,3405
2024-07-15,F0125,CUV,7742000,5161
2024-07-15,F0228,CUV,512000,341
2024-07-15,F0176,CUV,3835000,2557
2024-07-15,F0173,CUV,8969000,5979
2024-07-15,F0220,CUV,4873000,3249
2024-07-15,F0040,CUV,2213000,1475
2024-07-15,F0116,CUV,615000,410
2024-07-15,F0222,CUV,1044000,696
2024-07-15,F0235,CUV,3229000,2153
2024-07-15,F0100,CUV,1716000,1144
2024-07-15,F0245,CUV,51000,34
2024-07-15,F0148,CUV,606000,404
2024-07-15,F0118,CUV,982000,655
2024-07-15,F0169,CUV,770000,513
2024-07-15,F0088,CUV,2042000,1361
2024-07-15,F0070,CUV,235000,157
2024-07-15,F0150,CUV,550000,367
2024-07-15,F0032,CUV,1794000,1196
2024-07-15,F0136,CUV,2685000,1790
2024-07-15,F0048,CUV,2583000,1722
2024-07-15,F0205,CUV,433000,289
2024-07-15,F0027,CUV,5297000,3531
2024-07-15,F0097,CUV,1848000,1232
2024-07-15,F0072,CUV,2560000,1707
2024-07-15,F0296,CUV,3188000,2125
2024-07-15,F0270,CUV,1853000,1235
2024-07-15,F0293,CUV,269000,179
2024-07-15,F0064,CUV,1405000,937
2024-07-15,F0274,CUV,248000,165
2024-07-15,F0034,CUV,1246000,831
2024-07-15,F0119,CUV,1569000,1046
2024-07-15,F0075,CUV,1919000,1279
2024-07-15,F0244,CUV,1322000,881
2024-07-15,F0058,CUV,9927000,6618
2024-07-15,F0284,CUV,4836000,3224
2024-07-15,F0014,CUV,344000,229
2024-07-15,F0041,CUV,1332000,888
2024-07-15,F0051,CUV,3517000,2345
2024-07-15,F0154,CUV,926000,617
2024-07-15,F0109,CUV,2231000,1487
2024-07-15,F0180,CUV,1251000,834
2024-07-15,F0181,CUV,1938000,1292
2024-07-15,F0073,CUV,6828000,4552
2024-07-15,F0211,CUV,2420000,1613
2024-07-15,F0062,CUV,4303000,2869
2024-07-15,F0083,CUV,4111000,2741
2024-07-15,F0179,CUV,4722000,3148
2024-07-15,F0093,CUV,414000,276
2024-07-15,F0156,CUV,5419000,3613
2024-07-15,F0168,CUV,294000,196
2024-07-15,F0105,CUV,2851000,1901
2024-07-15,F0053,CUV,2488000,1659
2024-07-15,F0161,CUV,127000,85
2024-07-15,F0232,CUV,218000,145
2024-07-15,F0104,CUV,2556000,1704
2024-07-15,F0286,CUV,4279000,2853
2024-07-15,F0102,CUV,5562000,3708
2024-07-15,F0198,CUV,897000,598
2024-07-15,F0157,CUV,1673000,1115
2024-07-15,F0188,CUV,796000,531
2024-07-15,F0144,CUV,780000,520
2024-07-15,F0138,CUV,285000,190
2024-07-15,F0141,CUV,10304000,6869
2024-07-15,F0200,CUV,3829000,2553
2024-07-15,F0002,CUV,1094000,729
2024-07-15,F0146,CUV,6403000,4269
2024-07-15,F0103,CUV,3026000,2017
2024-07-15,F0050,CUV,6228000,4152
2024-07-15,F0153,CUV,1867000,1245
2024-07-15,F0076,CUV,9988000,6659
2024-07-15,F0241,CUV,1423000,949
2024-07-15,F0123,CUV,104000,69
2024-07-15,F0077,CUV,8148000,5432
2024-07-15,F0204,CUV,2807000,1871
2024-07-15,F0196,CUV,128000,85
2024-07-15,F0140,CUV,786000,524
2024-07-15,F0272,CUV,4416000,2944
2024-07-15,F0273,CUV,2304000,1536
2024-07-15,F0049,CUV,776000,517
2024-07-15,F0003,CUV,884000,589
2024-07-15,F0259,CUV,5229000,3486
2024-07-15,F0239,CUV,2407000,1605
2024-07-15,F0082,CUV,3994000,2663
2024-07-15,F0084,CUV,2678000,1785
2024-07-15,F0192,CUV,2200000,1467
2024-07-15,F0278,CUV,3905000,2603
2024-07-15,F0031,CUV,405000,270
2024-07-15,F0215,CUV,5907000,3938
2024-07-15,F0281,CUV,2946000,1964
2024-07-15,F0162,CUV,1190000,793
2024-07-15,F0155,CUV,1262000,841
2024-07-15,F0295,CUV,591000,394
2024-07-15,F0257,CUV,4096000,2731
2024-07-15,F0279,CUV,1114000,743
2024-07-15,F0290,CUV,645000,430
2024-07-15,F0185,CUV,1194000,796
2024-07-15,F0098,CUV,62000,41
2024-07-15,F0018,CUV,5838000,3892
2024-07-15,F0164,CUV,3761000,2507
2024-07-15,F0143,CUV,13814000,9209
2024-07-15,F0234,CUV,2519000,1679
2024-07-15,F0258,CUV,2110000,1407
2024-07-15,F0066,CUV,1767000,1178
2024-07-15,F0106,CUV,1828000,1219
2024-07-15,F0139,CUV,1733000,1155
2024-07-15,F0038,CUV,5001000,3334
2024-07-15,F0195,CUV,5380000,3587
2024-07-15,F0280,CUV,6733000,4489
2024-07-15,F0022,CUV,1706000,1137
2024-07-15,F0129,CUV,1524000,1016
2024-07-15,F0099,CUV,129000,86
2024-07-15,F0167,CUV,3884000,2589
2024-07-15,F0131,CUV,3864000,2576
2024-07-15,F0037,CUV,921000,614
2024-07-15,F0121,CUV,1421000,947
2024-07-15,F0065,CUV,1807000,1205
2024-07-15,F0126,CUV,3845000,2563
2024-07-15,F0202,CUV,1686000,1124
2024-07-15,F0029,CUV,3937000,2625
2024-07-15,F0254,CUV,2516000,1677
2024-07-15,F0087,CUV,1545000,1030
2024-07-15,F0158,CUV,964000,643
2024-07-15,F0047,CUV,1857000,1238
2024-07-15,F0074,CUV,1170000,780
2024-07-15,F0127,CUV,12589000,8393
2024-07-15,F0231,CUV,2614000,1743
2024-07-15,F0209,CUV,1638000,1092
2024-07-15,F0300,CUV,8904000,5936
2024-07-15,F0028,CUV,4735000,3157
2024-07-15,F0246,CUV,356000,237
2024-07-15,F0006,CUV,8496000,5664
2024-07-15,F0042,CUV,262000,175
2024-07-15,F0149,CUV,669000,446
2024-07-15,F0172,CUV,5169000,3446
2024-07-15,F0256,CUV,3021000,2014
2024-07-15,F0147,CUV,191000,127
2024-07-15,F0052,CUV,1193000,795
2024-07-15,F0061,CUV,6871000,4581
2024-07-15,F0182,CUV,936000,624
2024-07-15,F0297,CUV,223000,149
2024-07-15,F0175,CUV,93000,62
2024-07-15,F0135,CUV,100000,67
2024-07-15,F0112,CUV,3906000,2604
2024-07-15,F0199,CUV,1574000,1049
2024-07-15,F0275,CUV,2314000,1543
2024-07-15,F0250,CUV,5377000,3585
2024-07-15,F0079,CUV,218000,145
2024-07-15,F0217,CUV,1309000,873
2024-07-15,F0230,CUV,3572000,2381
2024-07-15,F0043,CUV,183000,122
2024-07-15,F0171,CUV,16409000,10939
2024-07-15,F0177,CUV,1188000,792
2024-07-15,F0225,CUV,2164000,1443
2024-07-15,F0206,CUV,2801000,1867
2024-07-15,F0292,CUV,7845000,5230
2024-07-15,F0020,CUV,979000,653
2024-07-15,F0039,CUV,668000,445
2024-07-15,F0117,CUV,587000,391
2024-07-15,F0174,CUV,692000,461
2024-07-15,F0133,CUV,894000,596
2024-07-15,F0026,CUV,504000,336
2024-07-15,F0243,CUV,6803000,4535
2024-07-15,F0045,CUV,758000,505
2024-07-15,F0236,CUV,3832000,2555
2024-07-15,F0080,CUV,3351000,2234
2024-07-15,F0221,CUV,2490000,1660
2024-07-15,F0194,CUV,1922000,1281
2024-07-15,F0092,CUV,1230000,820
2024-07-15,F0166,CUV,1659000,1106
2024-07-15,F0263,CUV,1910000,1273
2024-07-15,F0203,CUV,81000,54
2024-07-15,F0025,CUV,4921000,3281
2024-07-15,F0046,CUV,3949000,2633
2024-07-15,F0277,CUV,1948000,1299
2024-07-15,F0170,CUV,923000,615
2024-07-15,F0189,CUV,405000,270
2024-07-15,F0208,CUV,1511000,1007
2024-07-15,F0289,CUV,264000,176
2024-07-15,F0124,CUV,2634000,1756
2024-07-15,F0224,CUV,645000,430
2024-07-15,F0036,CUV,1954000,1303
2024-07-15,F0044,CUV,751000,501
2024-07-15,F0248,CUV,3393000,2262
2024-07-15,F0276,CUV,77000,51
2024-07-15,F0001,CUV,3657000,2438
2024-07-15,F0009,CUV,1006000,671
2024-07-15,F0134,CUV,1045000,697
2024-07-15,F0130,CUV,6967000,4645
2024-07-15,F0285,CUV,2155000,1437
2024-07-15,F0294,CUV,1012000,675
2024-07-15,F0128,CUV,2886000,1924
2024-07-15,F0183,CUV,171000,114
2024-07-15,F0159,CUV,1426000,951
2024-07-15,F0298,CUV,4959000,3306
2024-07-15,F0010,CUV,139000,93
2024-07-15,F0145,CUV,560000,373
2024-07-15,F0240,CUV,32000,21
2024-07-15,F0287,CUV,1585000,1057
2024-07-15,F0238,CUV,4082000,2721
2024-07-15,F0142,CUV,3516000,2344
2024-07-15,F0266,CUV,2474000,1649
2024-07-15,F0078,CUV,113000,75
2024-07-15,F0227,CUV,840000,560
2024-07-15,F0110,CUV,614000,409
2024-07-15,F0115,CUV,151000,101
2024-07-15,F0212,CUV,2046000,1364
2024-07-15,F0197,CUV,2895000,1930
2024-07-15,F0095,CUV,2543000,1695
2024-07-15,F0101,CUV,2551000,1701
2024-07-15,F0186,CUV,3307000,2205
2024-07-15,F0005,CUV,744000,496
2024-07-15,F0160,CUV,50000,33
2024-07-15,F0214,CUV,425000,283
2024-07-15,F0054,CUV,1925000,1283
2024-07-15,F0012,CUV,2919000,1946
2024-07-15,F0210,CUV,10304000,6869
2024-07-15,F0283,CUV,1887000,1258
2024-07-15,F0015,CUV,5590000,3727
2024-07-15,F0120,CUV,5671000,3781
2024-07-15,F0219,CUV,859000,573
2024-07-15,F0068,CUV,6788000,4525
2024-07-15,F0017,CUV,3961000,2641
2024-07-15,F0069,CUV,409000,273
2024-07-15,F0071,CUV,617000,411
2024-07-15,F0107,CUV,3647000,2431
2024-07-15,F0055,CUV,1031000,687
2024-07-15,F0114,CUV,1961000,1307
2024-07-15,F0016,CUV,2102000,1401
2024-07-15,F0151,CUV,887000,591
2024-07-15,F0252,CUV,3781000,2521
2024-07-15,F0229,CUV,993000,662
2024-07-15,F0021,CUV,1624000,1083
2024-07-15,F0251,CUV,744000,496
2024-07-15,F0253,CUV,769000,513
2024-07-15,F0190,CUV,1295000,863
2024-07-15,F0033,CUV,55000,37
2024-07-15,F0089,CUV,248000,165
2024-07-15,F0237,CUV,1133000,755
2024-07-15,F0163,CUV,3585000,2390
2024-07-15,F0008,CUV,2553000,1702
2024-07-15,F0085,CUV,799000,533
2024-07-15,F0057,CUV,742000,495
2024-07-15,F0201,CUV,2690000,1793
2024-07-15,F0122,CUV,2067000,1378
2024-07-15,F0035,CUV,4896000,3264
2024-07-15,F0288,CUV,1346000,897
2024-07-15,F0067,CUV,2100000,1400
2024-07-15,F0086,CUV,1698000,1132
2024-07-15,F0056,CUV,1078000,719
2024-07-15,F0090,CUV,488000,325
2024-07-15,F0247,CUV,2122000,1415
2024-07-15,F0271,CUV,4165000,2777
2024-07-15,F0233,CUV,903000,602
2024-07-15,F0081,CUV,2608000,1739
2024-07-15,F0011,CUV,1130000,753
2024-07-15,F0299,CUV,3810000,2540
2024-07-15,F0226,CUV,1972000,1315
2024-07-15,F0191,CUV,277000,185
2024-07-15,F0030,CUV,1658000,1105
2024-07-15,F0059,CUV,36000,24
2024-07-15,F0007,CUV,222000,148
2024-07-15,F0063,CUV,4018000,2679
2024-07-15,F0023,CUV,1694000,1129
2024-07-15,F0096,CUV,15212000,10141
2024-07-15,F0218,CUV,2333000,1555
2024-07-15,F0282,CUV,6823000,4549
2024-07-15,F0267,CUV,1132000,755
2024-07-15,F0094,CUV,1626000,1084
2024-07-15,F0113,CUV,2214000,1476
2024-07-15,F0216,CUV,5883000,3922
2024-07-15,F0242,CUV,1779000,1186
2024-07-15,F0152,CUV,1247000,831
2024-07-15,F0260,CUV,4683000,3122
2024-07-15,F0137,CUV,2637000,1758
2024-07-15,F0019,CUV,7266000,4844
2024-07-15,F0265,CUV,1501000,1001
2024-07-15,F0264,CUV,1905000,1270
2024-07-15,F0249,CUV,1557000,1038
2024-07-15,F0255,CUV,3816000,2544
2024-07-15,F0291,CUV,6069000,4046
2024-07-15,F0269,CUV,565000,377
2024-07-15,F0108,CUV,2552000,1701
2024-08-15,F0111,CUV,7287000,4858
2024-08-15,F0091,CUV,3448000,2299
2024-08-15,F0004,CUV,4425000,2950
2024-08-15,F0184,CUV,275000,183
2024-08-15,F0268,CUV,2063000,1375
2024-08-15,F0262,CUV,5169000,3446
2024-08-15,F0024,CUV,3994000,2663
2024-08-15,F0187,CUV,4920000,3280
2024-08-15,F0060,CUV,1578000,1052
2024-08-15,F0223,CUV,1998000,1332
2024-08-15,F0013,CUV,3738000,2492
2024-08-15,F0132,CUV,5311000,3541
2024-08-15,F0125,CUV,6870000,4580
2024-08-15,F0228,CUV,514000,343
2024-08-15,F0176,CUV,688000,459
2024-08-15,F0173,CUV,1209000,806
2024-08-15,F0220,CUV,1059000,706
2024-08-15,F0040,CUV,543000,362
2024-08-15,F0116,CUV,7486000,4991
2024-08-15,F0222,CUV,502000,335
2024-08-15,F0235,CUV,6070000,4047
2024-08-15,F0100,CUV,314000,209
2024-08-15,F0245,CUV,4770000,3180
2024-08-15,F0148,CUV,1209000,806
2024-08-15,F0118,CUV,180000,120
2024-08-15,F0169,CUV,6614000,4409
2024-08-15,F0088,CUV,221000,147
2024-08-15,F0070,CUV,1161000,774
2024-08-15,F0150,CUV,28000,19
2024-08-15,F0032,CUV,2452000,1635
2024-08-15,F0136,CUV,72000,48
2024-08-15,F0048,CUV,606000,404
2024-08-15,F0205,CUV,1865000,1243
2024-08-15,F0027,CUV,1637000,1091
2024-08-15,F0097,CUV,8508000,5672
2024-08-15,F0072,CUV,692000,461
2024-08-15,F0296,CUV,1497000,998
2024-08-15,F0270,CUV,3409000,2273
2024-08-15,F0293,CUV,5239000,3493
2024-08-15,F0064,CUV,403000,269
2024-08-15,F0274,CUV,1931000,1287
2024-08-15,F0034,CUV,1072000,715
2024-08-15,F0119,CUV,1270000,847
2024-08-15,F0075,CUV,3194000,2129
2024-08-15,F0244,CUV,2219000,1479
2024-08-15,F0058,CUV,1705000,1137
2024-08-15,F0284,CUV,4701000,3134
2024-08-15,F0014,CUV,9722000,6481
2024-08-15,F0041,CUV,6766000,4511
2024-08-15,F0051,CUV,653000,435
2024-08-15,F0154,CUV,133000,89
2024-08-15,F0109,CUV,373000,249
2024-08-15,F0180,CUV,1960000,1307
2024-08-15,F0181,CUV,657000,438
2024-08-15,F0073,CUV,3801000,2534
2024-08-15,F0211,CUV,1608000,1072
2024-08-15,F0062,CUV,642000,428
2024-08-15,F0083,CUV,3327000,2218
2024-08-15,F0179,CUV,1752000,1168
2024-08-15,F0093,CUV,7684000,5123
2024-08-15,F0156,CUV,5270000,3513
2024-08-15,F0168,CUV,563000,375
2024-08-15,F0105,CUV,3088000,2059
2024-08-15,F0053,CUV,1754000,1169
2024-08-15,F0161,CUV,904000,603
2024-08-15,F0232,CUV,3085000,2057
2024-08-15,F0104,CUV,8151000,5434
2024-08-15,F0286,CUV,430000,287
2024-08-15,F0102,CUV,4079000,2719
2024-08-15,F0198,CUV,114000,76
2024-08-15,F0157,CUV,2142000,1428
2024-08-15,F0188,CUV,7227000,4818
2024-08-15,F0144,CUV,1286000,857
2024-08-15,F0138,CUV,5602000,3735
2024-08-15,F0141,CUV,4677000,3118
2024-08-15,F0200,CUV,485000,323
2024-08-15,F0002,CUV,1834000,1223
2024-08-15,F0146,CUV,2396000,1597
2024-08-15,F0103,CUV,424000,283
2024-08-15,F0050,CUV,3486000,2324
2024-08-15,F0153,CUV,783000,522
2024-08-15,F0076,CUV,4569000,3046
2024-08-15,F0241,CUV,2657000,1771
2024-08-15,F0123,CUV,3599000,2399
2024-08-15,F0077,CUV,1504000,1003
2024-08-15,F0204,CUV,4049000,2699
2024-08-15,F0196,CUV,8259000,5506
2024-08-15,F0140,CUV,8490000,5660
2024-08-15,F0272,CUV,1372000,915
2024-08-15,F0273,CUV,1249000,833
2024-08-15,F0049,CUV,1059000,706
2024-08-15,F0003,CUV,1620000,1080
2024-08-15,F0259,CUV,4956000,3304
2024-08-15,F0239,CUV,2034000,1356
2024-08-15,F0082,CUV,1453000,969
2024-08-15,F0084,CUV,1032000,688
2024-08-15,F0192,CUV,3932000,2621
2024-08-15,F0278,CUV,2682000,1788
2024-08-15,F0031,CUV,3323000,2215
2024-08-15,F0215,CUV,3076000,2051
2024-08-15,F0281,CUV,359000,239
2024-08-15,F0162,CUV,853000,569
2024-08-15,F0155,CUV,847000,565
2024-08-15,F0295,CUV,710000,473
2024-08-15,F0257,CUV,502000,335
2024-08-15,F0279,CUV,1058000,705
2024-08-15,F0290,CUV,121000,81
2024-08-15,F0185,CUV,3225000,2150
2024-08-15,F0098,CUV,919000,613
2024-08-15,F0018,CUV,1679000,1119
2024-08-15,F0164,CUV,3000000,2000
2024-08-15,F0143,CUV,173000,115
2024-08-15,F0234,CUV,2258000,1505
2024-08-15,F0258,CUV,1282000,855
2024-08-15,F0066,CUV,2861000,1907
2024-08-15,F0106,CUV,2946000,1964
2024-08-15,F0139,CUV,1276000,851
2024-08-15,F0038,CUV,2636000,1757
2024-08-15,F0195,CUV,923000,615
2024-08-15,F0280,CUV,1151000,767
2024-08-15,F0022,CUV,351000,234
2024-08-15,F0129,CUV,248000,165
2024-08-15,F0099,CUV,1521000,1014
2024-08-15,F0167,CUV,927000,618
2024-08-15,F0131,CUV,2589000,1726
2024-08-15,F0037,CUV,5250000,3500
2024-08-15,F0121,CUV,335000,223
2024-08-15,F0065,CUV,88000,59
2024-08-15,F0126,CUV,1961000,1307
2024-08-15,F0202,CUV,519000,346
2024-08-15,F0029,CUV,1295000,863
2024-08-15,F0254,CUV,2423000,1615
2024-08-15,F0087,CUV,402000,268
2024-08-15,F0158,CUV,2295000,1530
2024-08-15,F0047,CUV,6143000,4095
2024-08-15,F0074,CUV,6582000,4388
2024-08-15,F0127,CUV,4711000,3141
2024-08-15,F0231,CUV,1660000,1107
2024-08-15,F0209,CUV,656000,437
2024-08-15,F0300,CUV,2360000,1573
2024-08-15,F0028,CUV,1514000,1009
2024-08-15,F0246,CUV,5798000,3865
2024-08-15,F0006,CUV,1572000,1048
2024-08-15,F0042,CUV,3224000,2149
2024-08-15,F0149,CUV,882000,588
2024-08-15,F0172,CUV,1047000,698
2024-08-15,F0256,CUV,1621000,1081
2024-08-15,F0147,CUV,72000,48
2024-08-15,F0052,CUV,1529000,1019
2024-08-15,F0061,CUV,5882000,3921
2024-08-15,F0182,CUV,5351000,3567
2024-08-15,F0297,CUV,2892000,1928
2024-08-15,F0175,CUV,1348000,899
2024-08-15,F0135,CUV,2984000,1989
2024-08-15,F0112,CUV,1133000,755
2024-08-15,F0199,CUV,730000,487
2024-08-15,F0275,CUV,688000,459
2024-08-15,F0250,CUV,1275000,850
2024-08-15,F0079,CUV,26000,17
2024-08-15,F0217,CUV,751000,501
2024-08-15,F0230,CUV,11000,7
2024-08-15,F0043,CUV,7485000,4990
2024-08-15,F0171,CUV,3849000,2566
2024-08-15,F0177,CUV,182000,121
