product_id,month,area,working_days,target_doctors,r_doctors,w_doctors,r_target_freq,r_achievement,w_target_freq,w_achievement,fc_ratio,fc_weight,visit_frequency,required_calls,base_fte,required_fte,fte_reduction,adjusted_fte,adjusted_mr_fte
INT,2031-11,CS,18,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,4.4,0.0,0.0
INT,2031-12,CS,23,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.3890493785690303,0.0,0.0
INT,2032-01,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.833926771918039,0.0,0.0
INT,2032-02,CS,18,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,4.193080282163253,0.0,0.0
INT,2032-03,CS,23,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.2530735639905948,0.0,0.0
INT,2032-04,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.4777292576419225,0.0,0.0
INT,2032-05,CS,18,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,4.020154517971113,0.0,0.0
INT,2032-06,CS,22,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.2826335236815596,0.0,0.0
INT,2032-07,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.4023513604299636,0.0,0.0
INT,2032-08,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.341753443063487,0.0,0.0
INT,2032-09,CS,19,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.680214981525026,0.0,0.0
INT,2032-10,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.4038293584145123,0.0,0.0
INT,2032-11,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.31514947934162,0.0,0.0
INT,2032-12,CS,23,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.8569701041316766,0.0,0.0
INT,2033-01,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.1954316425932148,0.0,0.0
INT,2033-02,CS,18,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.5161572052401753,0.0,0.0
INT,2033-03,CS,22,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.794894188780652,0.0,0.0
INT,2033-04,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.0446758481692986,0.0,0.0
INT,2033-05,CS,19,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.111185757473968,0.0,0.0
INT,2033-06,CS,22,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.658918374202217,0.0,0.0
INT,2033-07,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.8702720859926103,0.0,0.0
INT,2033-08,CS,22,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.6086664427275785,0.0,0.0
INT,2033-09,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.842190124286194,0.0,0.0
INT,2033-10,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.842190124286194,0.0,0.0
INT,2033-11,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.812630164595231,0.0,0.0
INT,2033-12,CS,22,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.555458515283843,0.0,0.0
INT,2034-01,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.812630164595231,0.0,0.0
INT,2034-02,CS,19,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.960429963050051,0.0,0.0
INT,2034-03,CS,22,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.555458515283843,0.0,0.0
INT,2034-04,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.812630164595231,0.0,0.0
INT,2034-05,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.812630164595231,0.0,0.0
INT,2034-06,CS,22,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.555458515283843,0.0,0.0
INT,2034-07,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.812630164595231,0.0,0.0
INT,2034-08,CS,22,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.555458515283843,0.0,0.0
INT,2034-09,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.812630164595231,0.0,0.0
INT,2034-10,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.6781323480013444,0.0,0.0
INT,2034-11,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.812630164595231,0.0,0.0
INT,2034-12,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.6781323480013444,0.0,0.0
INT,2035-01,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.6781323480013444,0.0,0.0
INT,2035-02,CS,18,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.1244877393349015,0.0,0.0
INT,2035-03,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.6781323480013444,0.0,0.0
INT,2035-04,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.812630164595231,0.0,0.0
INT,2035-05,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.6781323480013444,0.0,0.0
INT,2035-06,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.6781323480013444,0.0,0.0
INT,2035-07,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.6781323480013444,0.0,0.0
INT,2035-08,CS,23,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.4446086664427282,0.0,0.0
INT,2035-09,CS,18,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,3.1244877393349015,0.0,0.0
INT,2035-10,CS,22,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.555458515283843,0.0,0.0
INT,2035-11,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.6781323480013444,0.0,0.0
INT,2035-12,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.6781323480013444,0.0,0.0
INT,2036-01,CS,21,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.6781323480013444,0.0,0.0
INT,2036-02,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.812630164595231,0.0,0.0
INT,2036-03,CS,20,0,0,0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2.812630164595231,0.0,0.0
TRI,2026-04,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,82.95238095238095,82.95,0.0,66.69,66.69
TRI,2026-05,CS,18,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,96.77777777777777,96.78,0.0,66.69,66.69
TRI,2026-06,CS,22,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,79.18181818181819,79.18,0.0,66.69,66.69
TRI,2026-07,CS,22,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,79.18181818181819,79.18,0.9432314410480351,66.69,66.69
TRI,2026-08,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,87.1,87.1,1.0172992945918713,66.69,66.69
TRI,2026-09,CS,19,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,91.6842105263158,91.68,1.0490426603963725,66.69,66.69
TRI,2026-10,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,82.95238095238095,82.95,0.9281155525697011,66.37,66.37
TRI,2026-11,CS,19,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,91.6842105263158,91.68,1.0052065838092041,66.37,66.37
TRI,2026-12,CS,23,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,75.73913043478261,75.74,0.8117232112865302,66.37,66.37
TRI,2027-01,CS,19,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,91.6842105263158,91.68,0.9613705072220358,66.37,66.37
TRI,2027-02,CS,18,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,96.77777777777777,96.78,0.9916022841787034,66.37,66.37
TRI,2027-03,CS,22,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,79.18181818181819,79.18,0.7920725562646961,66.37,66.37
TRI,2027-04,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,107.83809523809524,107.84,1.8758817601612363,74.97,74.97
TRI,2027-05,CS,18,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,123.39166666666665,123.39,2.1600604635539136,74.97,74.97
TRI,2027-06,CS,22,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,98.97727272727273,98.98,1.7413503527040648,74.97,74.97
TRI,2027-07,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,101.61666666666667,101.62,1.7972791400738999,74.97,74.97
TRI,2027-08,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,99.54285714285713,99.54,1.7715821296607326,74.97,74.97
TRI,2027-09,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,102.3425,102.34,1.8335572724219016,74.97,74.97
TRI,2027-10,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,100.16499999999999,100.16,1.8063486731609006,66.53,66.53
TRI,2027-11,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,97.9875,97.99,1.777628485052066,66.53,66.53
TRI,2027-12,CS,23,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,83.31304347826088,83.31,1.5236815586160566,66.53,66.53
TRI,2028-01,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,93.6325,93.63,1.7292576419213974,66.53,66.53
TRI,2028-02,CS,19,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,96.2684210526316,96.27,1.7942559623782333,66.53,66.53
TRI,2028-03,CS,22,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,81.16136363636363,81.16,1.5312395028552235,66.53,66.53
TRI,2028-04,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,87.1,87.1,2.554585152838428,60.18,60.18
TRI,2028-05,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,87.1,87.1,2.5198186093382606,60.18,60.18
TRI,2028-06,CS,22,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,79.18181818181819,79.18,2.2855223379240854,60.18,60.18
TRI,2028-07,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,87.1,87.1,2.4774941215989257,60.18,60.18
TRI,2028-08,CS,22,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,79.18181818181819,79.18,2.2477326167282503,60.18,60.18
TRI,2028-09,CS,19,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,91.6842105263158,91.68,2.5636546859254286,60.18,60.18
TRI,2028-10,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,82.95238095238095,82.95,2.3157541148807526,65.92,65.92
TRI,2028-11,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,87.1,87.1,2.4245885119247568,65.92,65.92
TRI,2028-12,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,82.95238095238095,82.95,2.277964393684918,65.92,65.92
TRI,2029-01,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,103.69047619047619,103.69,2.277964393684918,65.92,65.92
TRI,2029-02,CS,18,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,118.95601851851852,118.96,2.649815250251932,65.92,65.92
TRI,2029-03,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,100.23412698412697,100.23,2.24319785018475,65.92,65.92
TRI,2029-04,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,103.43124999999999,103.43,4.23244877393349,70.9,70.9
TRI,2029-05,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,96.77777777777779,96.78,3.9966409136714818,70.9,70.9
TRI,2029-06,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,95.04960317460316,95.05,3.9558280147799807,70.9,70.9
TRI,2029-07,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,93.32142857142857,93.32,3.8938528720188117,70.9,70.9
TRI,2029-08,CS,23,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,83.6286231884058,83.63,3.5250251931474645,70.9,70.9
TRI,2029-09,CS,18,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,104.84259259259258,104.84,4.459187101108499,70.9,70.9
TRI,2029-10,CS,22,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,84.13068181818183,84.13,3.6157205240174677,66.69,66.69
TRI,2029-11,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,86.40873015873017,86.41,3.726066509909305,66.69,66.69
TRI,2029-12,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,84.68055555555554,84.68,3.6852536110178034,66.69,66.69
TRI,2030-01,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,82.95238095238095,82.95,3.639905945582802,66.69,66.69
TRI,2030-02,CS,19,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,91.6842105263158,91.68,3.976990258649648,66.69,66.69
TRI,2030-03,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,87.1,87.1,3.7593214645616397,66.69,66.69
TRI,2030-04,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,82.95238095238095,82.95,4.143265031911321,64.83,64.83
TRI,2030-05,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,82.95238095238095,82.95,4.085824655693652,64.83,64.83
TRI,2030-06,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,87.1,87.1,4.255122606650992,64.83,64.83
TRI,2030-07,CS,22,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,79.18181818181819,79.18,3.812227074235808,64.83,64.83
TRI,2030-08,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,82.95238095238095,82.95,3.9255962378233122,64.83,64.83
TRI,2030-09,CS,19,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,91.6842105263158,91.68,4.30349344978166,64.83,64.83
TRI,2030-10,CS,22,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,79.18181818181819,79.18,3.650487067517635,66.34,66.34
TRI,2030-11,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,87.1,87.1,3.9482700705408127,66.34,66.34
TRI,2030-12,CS,22,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,79.18181818181819,79.18,3.550722203560632,66.34,66.34
TRI,2031-01,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,82.95238095238095,82.95,3.67920725562647,66.34,66.34
TRI,2031-02,CS,18,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,96.77777777777777,96.78,4.212798118911657,66.34,66.34
TRI,2031-03,CS,20,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,87.1,87.1,3.774437353039973,66.34,66.34
TRI,2031-04,CS,21,2700,700,2000,2.0,0.75,1.0,0.65,1.0,1.0,0.87,2350.0,44.76190476190476,44.76,4.292912327846826,37.52,37.52
TRI,2031-05,CS,20,2700,700,2000,2.0,0.75,1.0,0.65,1.0,1.0,0.87,2350.0,47.0,47.0,4.4380248572388314,37.52,37.52
TRI,2031-06,CS,21,2700,700,2000,2.0,0.75,1.0,0.65,1.0,1.0,0.87,2350.0,44.76190476190476,44.76,4.162915686933155,37.52,37.52
TRI,2031-07,CS,22,2700,700,2000,2.0,0.75,1.0,0.65,1.0,1.0,0.87,2350.0,42.72727272727273,42.73,3.9180382935841456,37.52,37.52
TRI,2031-08,CS,20,2700,700,2000,2.0,0.75,1.0,0.65,1.0,1.0,0.87,2350.0,47.0,47.0,4.244541484716158,37.52,37.52
TRI,2031-09,CS,20,2700,700,2000,2.0,0.75,1.0,0.65,1.0,1.0,0.87,2350.0,47.0,47.0,4.178031575411489,37.52,37.52
TRI,2031-10,CS,22,2700,700,2000,2.0,0.75,1.0,0.65,1.0,1.0,0.87,2350.0,42.72727272727273,42.73,3.739670809539806,37.89,37.89
TRI,2031-11,CS,18,2700,700,2000,2.0,0.75,1.0,0.65,1.0,1.0,0.87,2350.0,52.22222222222222,52.22,4.5,37.89,37.89
TRI,2031-12,CS,23,2700,700,2000,2.0,0.75,1.0,0.65,1.0,1.0,0.87,2350.0,40.869565217391305,40.87,3.4660732280819624,37.89,37.89
TRI,2032-01,CS,20,2700,700,2000,2.0,0.75,1.0,0.65,1.0,1.0,0.87,2350.0,47.0,47.0,3.921061471279813,37.89,37.89
TRI,2032-02,CS,18,2700,700,2000,2.0,0.75,1.0,0.65,1.0,1.0,0.87,2350.0,52.22222222222222,52.22,4.288377561303326,37.89,37.89
TRI,2032-03,CS,23,2700,700,2000,2.0,0.75,1.0,0.65,1.0,1.0,0.87,2350.0,40.869565217391305,40.87,3.3270070540812897,37.89,37.89
TRI,2032-04,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.556768558951966,0.0,0.0
TRI,2032-05,CS,18,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.111521666106819,0.0,0.0
TRI,2032-06,CS,22,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.357238831037958,0.0,0.0
TRI,2032-07,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.4796775277124627,0.0,0.0
TRI,2032-08,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.4177023849512933,0.0,0.0
TRI,2032-09,CS,19,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.76385623110514,0.0,0.0
TRI,2032-10,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.481189116560296,0.0,0.0
TRI,2032-11,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.3904937856902926,0.0,0.0
TRI,2032-12,CS,23,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.9219012428619417,0.0,0.0
TRI,2033-01,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.2680550890157876,0.0,0.0
TRI,2033-02,CS,18,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5960698689956336,0.0,0.0
TRI,2033-03,CS,22,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8584145112529398,0.0,0.0
TRI,2033-04,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.1138730265367824,0.0,0.0
TRI,2033-05,CS,19,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.181894524689285,0.0,0.0
TRI,2033-06,CS,22,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.719348337252267,0.0,0.0
TRI,2033-07,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.935505542492442,0.0,0.0
TRI,2033-08,CS,22,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6679543164259325,0.0,0.0
TRI,2033-09,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.9067853543836075,0.0,0.0
TRI,2033-10,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.9067853543836075,0.0,0.0
TRI,2033-11,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8765535774269404,0.0,0.0
TRI,2033-12,CS,22,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.61353711790393,0.0,0.0
TRI,2034-01,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8765535774269404,0.0,0.0
TRI,2034-02,CS,19,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.027712462210279,0.0,0.0
TRI,2034-03,CS,22,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.61353711790393,0.0,0.0
TRI,2034-04,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8765535774269404,0.0,0.0
TRI,2034-05,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8765535774269404,0.0,0.0
TRI,2034-06,CS,22,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.61353711790393,0.0,0.0
TRI,2034-07,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8765535774269404,0.0,0.0
TRI,2034-08,CS,22,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.61353711790393,0.0,0.0
TRI,2034-09,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8765535774269404,0.0,0.0
TRI,2034-10,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.738998992274102,0.0,0.0
TRI,2034-11,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8765535774269404,0.0,0.0
TRI,2034-12,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.738998992274102,0.0,0.0
TRI,2035-01,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.738998992274102,0.0,0.0
TRI,2035-02,CS,18,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.1954988243197855,0.0,0.0
TRI,2035-03,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.738998992274102,0.0,0.0
TRI,2035-04,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8765535774269404,0.0,0.0
TRI,2035-05,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.738998992274102,0.0,0.0
TRI,2035-06,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.738998992274102,0.0,0.0
TRI,2035-07,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.738998992274102,0.0,0.0
TRI,2035-08,CS,23,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.500167954316426,0.0,0.0
TRI,2035-09,CS,18,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.1954988243197855,0.0,0.0
TRI,2035-10,CS,22,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.61353711790393,0.0,0.0
TRI,2035-11,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.738998992274102,0.0,0.0
TRI,2035-12,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.738998992274102,0.0,0.0
TRI,2036-01,CS,21,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.738998992274102,0.0,0.0
TRI,2036-02,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8765535774269404,0.0,0.0
TRI,2036-03,CS,20,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8765535774269404,0.0,0.0
ENT,2026-04,CS,21,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,82.95238095238095,82.95,0.0,66.71,66.71
ENT,2026-05,CS,18,5000,1300,3700,2.0,0.75,1.0,0.65,1.0,1.0,0.871,4355.0,96.77777777777777,96.78,0.0,66.71,66.71
